Date,Open,High,Low,Close,Volume,Stoch_%K,Stoch_%D,Williams_%R,A/D Oscillator,Momentum,Disparity Index 7,ROC,positive,negative,neutral,Open_BTC,High_BTC,Low_BTC,Close_BTC,Volume_BTC,Open_ETH,High_ETH,Low_ETH,Close_ETH,Volume_ETH,Open_USDT,High_USDT,Low_USDT,Close_USDT,Volume_USDT,Open_SOL,High_SOL,Low_SOL,Close_SOL,Volume_SOL,Open_STETH,High_STETH,Low_STETH,Close_STETH,Volume_STETH
2021-01-14,40.118828,41.8731,39.656357,41.793682,534108764,66.3305702268558,48.50359748016971,-33.669429773144195,23311532733.14271,2.1192433149369503,101.8686431808836,9.288551585404708,0,0,0,37325.109375,39966.40625,36868.5625,39187.328125,63615990033,1130.231201,1244.163086,1093.060791,1218.453003,33410915929,1.00002,1.00087,0.998922,0.998964,97567813514,3.516036,3.542866,3.181974,3.278164,59283112,1138.386597,1229.111938,1121.487061,1211.478882,68022
2021-01-15,41.794952,42.41106,39.095463,40.91898,562019413,57.57000200810552,57.87599188812161,-42.42999799189448,23367713875.840836,-1.9543017064977324,100.25198897655632,-0.5589421793430146,1,0,0,39156.707031,39577.710938,34659.589844,36825.367188,67760757881,1221.877197,1250.505859,1090.721069,1171.834595,35972039310,0.998977,1.000167,0.998564,0.999845,112214718054,3.280399,3.435922,2.985191,3.250161,45331739,1211.729492,1238.027222,1091.786987,1170.951904,295924
2021-01-16,40.919434,43.917919,40.733822,43.171825,604218252,80.13334621992912,68.01130615163014,-19.866653780070884,23688772655.935497,2.385502711844192,106.05397298924863,5.486616410702413,0,0,0,36821.648438,37864.367188,35633.554688,36178.140625,57706187875,1171.443115,1290.053589,1157.623779,1233.537598,32319240157,0.999835,1.001532,0.999424,1.000195,101603530718,3.248934,3.703232,3.248934,3.447055,68035606,1170.866699,1286.346069,1156.919189,1224.339478,83899
2021-01-17,43.156139,46.654545,41.091473,45.684612,664875513,91.553800521123,76.41904958305253,-8.446199478877016,24121803353.35496,5.1441846613159425,110.96654984628212,9.464597719877514,0,0,0,36163.648438,36722.351563,34069.320313,35791.277344,52359854336,1233.453369,1265.644653,1174.38855,1230.172241,29258032819,1.000227,1.000723,0.999212,1.000414,91132972168,3.43487,3.965372,3.319746,3.818139,85407766,1223.403442,1247.243408,1159.2323,1197.762329,15937
2021-01-18,45.767532,46.803802,44.156464,45.353172,586905636,87.52995701250909,86.40570125118705,-12.470042987490908,24065509728.247627,6.976843692429526,107.55578278746349,7.558744963798411,1,0,0,35792.238281,37299.285156,34883.84375,36630.074219,49511702429,1230.313232,1259.450073,1187.311035,1257.279541,25817455560,1.000412,1.001132,0.999841,1.000804,81024209658,3.822131,4.14792,3.655761,3.795515,70601713,1198.09314,1226.785522,1165.227905,1226.341919,95182
2021-01-19,45.33564,47.098103,41.94389,42.785534,750638729,63.84263055431186,80.97546269598129,-36.15736944568813,23560018253.51534,-2.6115307692052068,99.88494006834983,-1.5281099962278013,2,0,0,36642.234375,37755.890625,36069.804688,36069.804688,57244195486,1257.43457,1432.300049,1254.522949,1377.295898,47195935190,1.000769,1.002276,1.000092,1.000436,103734629698,3.792043,4.031449,3.609023,3.641866,44547768,1224.853638,1415.546875,1222.378784,1358.80957,26024
2021-01-20,42.662949,42.754562,40.306404,42.606899,684094133,62.34492195163664,71.23916983948584,-37.65507804836336,24161588797.79175,0.3732148210271312,98.6549079663687,0.4990692722028707,1,0,0,36050.113281,36378.328125,33570.476563,35547.75,66834573161,1375.248413,1405.744141,1243.299927,1382.274048,46784030909,1.000413,1.000855,0.998861,1.000686,115893865966,3.635575,3.737003,3.344084,3.723578,46698656,1354.383057,1379.204956,1228.925781,1342.860352,8876
2021-01-21,42.606026,42.635189,38.44939,38.64584,621983627,29.13467681488223,51.77407644027689,-70.86532318511777,23597987660.502388,0.7153225552776183,90.4247476446773,-12.034305806765932,0,0,0,35549.398438,35552.679688,30250.75,30825.699219,75643067688,1382.684448,1382.684448,1098.476196,1121.570923,45932464754,1.000697,1.000819,0.998144,0.999696,125636003892,3.72167,3.734326,2.982696,2.990536,43834765,1342.215088,1342.215088,1092.508423,1118.633667,12499
2021-01-22,38.635311,41.409695,36.953415,40.857571,561072899,47.678235162929816,46.38594464314955,-52.321764837070184,24020028984.60697,7.205051164199048,95.6194526483608,-3.7478472430399488,0,0,0,30817.625,33811.851563,28953.373047,33005.761719,77207272511,1118.889038,1271.687622,1046.596558,1236.512207,43918338506,0.999754,1.001611,0.99926,1.00135,121548669235,2.98992,3.497146,2.540986,3.346229,63361382,1115.111694,1311.234497,1040.855591,1222.07251,17611
2021-01-23,40.865093,41.850292,39.586529,40.815479,468609053,47.32532811501759,41.37941336427653,-52.67467188498241,24060216210.797287,1.693111257685232,96.27943143229074,6.36964114981484,0,0,0,32985.757813,33360.976563,31493.160156,32067.642578,48354737975,1235.267944,1272.151123,1200.893311,1230.990601,27253895441,1.001362,1.001907,1.00048,1.000555,80722167203,3.341035,3.597302,3.315762,3.504112,27904470,1222.151001,1267.663818,1197.516724,1230.167725,13234
2021-01-24,40.862473,42.191525,40.504063,41.881607,450486066,56.26394080095781,50.422501359635056,-43.736059199042195,24345230413.6056,0.2103786883386,100.07685611737548,9.891990918253004,0,0,0,32064.376953,32944.007813,31106.685547,32289.378906,48643830599,1231.210571,1395.111328,1225.274048,1391.609375,36418163554,1.000555,1.003127,1.000276,1.001417,84413124756,3.50711,3.793049,3.489494,3.634411,32747555,1230.349121,1343.751587,1226.185059,1341.546021,8732
2021-01-25,41.876053,43.353527,40.633656,41.623703,507172505,46.03678299421331,49.87535063672956,-53.96321700578669,24207284696.977352,1.7222398994305368,100.74314121484151,3.7068279937581057,0,0,0,32285.798828,34802.742188,32087.787109,32366.392578,59897054838,1390.639893,1467.784912,1304.973999,1324.414795,43565777745,1.001454,1.00207,0.999651,0.999971,101158851200,3.634645,3.974357,3.45131,3.699981,80055958,1341.330322,1483.993896,1308.195679,1330.399658,2899
2021-01-26,41.655128,42.477215,40.007832,41.694736,546536514,46.7369819554825,49.67923525021786,-53.2630180445175,24407456677.862637,-3.421418946268775,101.29711277018949,-0.2367487028302459,1,1,0,32358.613281,32794.550781,31030.265625,32569.849609,60255421470,1323.741699,1376.085083,1253.340332,1357.058105,41572917750,0.999953,1.001826,0.999916,1.001081,101647526020,3.698959,4.096916,3.682632,4.04735,78823456,1330.366089,1381.410889,1251.651733,1351.959961,57576
2021-01-27,41.756172,42.047836,39.730801,40.994877,519618043,39.838208922738694,44.20399129081148,-60.161791077261306,24454801755.681503,-10.265458750092916,100.157174272083,0.1854811630202042,1,0,0,32564.029297,32564.029297,29367.138672,30432.546875,62576762015,1358.333374,1368.074097,1215.311279,1253.187134,39394416990,1.001102,1.002204,1.000407,1.001764,105901637306,4.04863,4.04863,3.531602,3.690587,35195110,1354.597412,1365.593994,1215.301758,1253.264038,717095
2021-01-28,40.98642,43.076508,40.507519,42.529106,533847527,54.96168043807752,47.178957105432886,-45.03831956192248,24761144062.554165,-6.226832381205888,102.51609383440112,-1.488746422000922,0,0,0,30441.041016,33858.3125,30023.207031,33466.097656,76517157706,1251.279785,1356.288696,1226.17395,1332.492188,34637234789,1.001774,1.002336,1.000765,1.001543,104090387181,3.68637,3.943491,3.609881,3.822072,31410527,1253.187134,1356.335449,1226.17395,1333.482666,142652
2021-01-29,42.386181,44.009453,41.907001,42.852348,651771603,58.147998243021355,50.98262920127917,-41.852001756978645,24695497925.991676,0.1561602573430562,102.59055778899668,-6.1996017389838,0,1,0,34318.671875,38406.261719,32064.814453,34316.386719,117894572511,1369.086792,1428.981201,1292.240112,1382.522827,53611955259,1.001297,1.003223,1.000008,1.000486,183670639698,3.861581,3.892602,3.639386,3.834676,44053151,1369.278809,1426.264893,1292.479004,1363.721436,288
2021-01-30,42.853512,44.988255,42.680065,44.772278,533768579,77.07346938614572,63.39438268908151,-22.92653061385428,25129377209.58126,5.082226237586551,105.75581859819812,-1.2808233126450357,1,0,0,34295.933594,34834.707031,32940.1875,34269.523438,65141828798,1382.231934,1402.39978,1328.529053,1376.115479,30616574234,1.000483,1.001333,0.999911,1.001243,115648742489,3.837682,4.311976,3.774104,4.224276,53378198,1363.714355,1380.432983,1266.478027,1336.990112,2892
2021-01-31,44.798698,45.70771,43.429073,44.275993,512545443,72.18140173458265,69.13428978791656,-27.818598265417343,24997835837.51099,14.568587459866317,103.74532908366558,3.483558251253803,0,0,0,34270.878906,34288.332031,32270.175781,33114.359375,52754542671,1376.823608,1378.916016,1288.501587,1314.986206,25198853581,1.00122,1.001312,1.000262,1.000808,101327508212,4.237314,4.78701,4.170498,4.264144,78376267,1337.26416,1398.358032,1274.953003,1326.362915,19256
