Date,Open,High,Low,Close,Volume,Stoch_%K,Stoch_%D,Williams_%R,A/D Oscillator,Momentum,Disparity Index 7,ROC,positive,negative,neutral,Open_ETH,High_ETH,Low_ETH,Close_ETH,Volume_ETH,Open_USDT,High_USDT,Low_USDT,Close_USDT,Volume_USDT,Open_BNB,High_BNB,Low_BNB,Close_BNB,Volume_BNB,Open_SOL,High_SOL,Low_SOL,Close_SOL,Volume_SOL,Open_STETH,High_STETH,Low_STETH,Close_STETH,Volume_STETH
2021-01-03,32129.408203,34608.558594,32052.316406,32782.023438,78665235202,85.32808198997012,90.97896159618588,-14.671918010029872,2170328916700.274,38.11128063822641,111.08603762854814,37.83788023225087,3,0,0,774.511841,1006.565002,771.561646,975.50769,45200463368,1.000427,1.001902,0.999169,1.000514,120425679796,38.253727,41.606323,37.818104,41.148979,758008613,1.799902,2.364981,1.799902,2.161752,55073422,763.155396,977.108093,759.688171,952.199768,35084
2021-01-04,32810.949219,33440.21875,28722.755859,31971.914063,81163475344,78.34903366816826,84.77647222784485,-21.650966331831736,2200968322639.017,29.625724549054095,105.83699154877696,37.56481432515785,0,0,0,977.058838,1153.189209,912.305359,1040.233032,56945985763,1.0005,1.002994,0.99943,1.000128,125906387011,41.19828,43.132122,38.143982,40.926353,807877171,2.162412,2.485097,1.876342,2.485097,59955405,952.166809,1131.822021,915.194702,991.251221,289731
2021-01-05,31977.041016,34437.589844,30221.1875,33992.429688,67547324782,94.79223277611328,86.15644947808386,-5.207767223886725,2254252597937.551,28.57881746675728,109.1047296573663,43.21074491004538,1,0,0,1041.498779,1129.37146,986.811279,1100.006104,41535932781,1.000174,1.002832,0.999844,1.002202,101918715244,40.937279,41.7346,38.978954,41.7346,644270927,2.490982,2.502616,2.077742,2.157217,50555207,991.234375,1122.012329,931.332825,1103.26123,425083
2021-01-06,34013.613281,36879.699219,33514.035156,36824.363281,75289433811,99.60760502430936,90.91629048953028,-0.3923949756906442,2327066317379.2993,40.16424294233947,114.02049326553114,49.29931195083757,0,0,0,1101.005005,1209.428589,1064.233398,1207.112183,44699914188,1.002229,1.002825,0.999568,1.001528,116105139289,41.775536,42.192703,40.592529,42.165955,641021601,2.159626,2.185892,1.907585,1.929217,50263975,1103.696655,1181.434937,1063.988037,1181.434937,37248
2021-01-07,36833.875,40180.367188,36491.191406,39371.042969,84762141031,95.1585866799677,96.51947482679677,-4.841413320032299,2374638550612.796,45.362086766681934,116.5596255343328,48.92381020865934,2,0,1,1208.078369,1282.57959,1167.443115,1225.678101,40468027280,1.001448,1.002573,0.99907,1.0004,129467601516,42.196625,44.470036,41.495869,43.44949,829964770,1.936586,2.611831,1.933043,2.372745,159870278,1181.355591,1269.735352,1135.375854,1214.637329,32000
2021-01-08,39381.765625,41946.738281,36838.636719,40797.609375,88107519480,93.40492604592926,96.05703925006874,-6.595073954070752,2423104376895.614,49.100785977126485,115.21649450353702,55.28757383443017,0,0,0,1225.967896,1273.827515,1076.081543,1224.197144,44334826666,1.000365,1.001178,0.999135,1.000045,131555961745,43.568687,43.590466,40.534481,42.395317,650561500,2.36874,3.77932,2.180929,3.219887,206412154,1215.411499,1334.820068,1078.89978,1228.185181,57019
2021-01-09,40788.640625,41436.351563,38980.875,40254.546875,61984162837,89.43962365128802,92.6677121257283,-10.560376348711978,2425423401546.1396,39.574259909276144,110.07363669417045,48.62407735056857,0,0,0,1223.740479,1303.871826,1182.270386,1281.077271,33233105361,1.000014,1.003157,0.999637,1.002947,103292241007,42.373695,44.119743,41.590103,43.932854,590039660,3.223541,3.662788,2.938307,3.385382,91906875,1228.187256,1301.057861,1158.051758,1247.873413,17155
2021-01-10,40254.21875,41420.191406,35984.628906,38356.441406,79980747690,77.50361542726296,86.78272170816005,-22.49638457273704,2415241993714.8896,32.255743715345574,102.648157641032,40.17918325441583,0,0,0,1280.871094,1347.926147,1194.715576,1262.246704,40616938053,1.002924,1.002926,0.99854,1.000223,135437984723,43.944122,45.155418,40.594864,42.448475,701488832,3.390026,3.733551,3.196235,3.466111,62766977,1247.931641,1343.877808,1210.178223,1281.677002,27993
2021-01-11,38346.53125,38346.53125,30549.599609,35566.65625,123320567399,60.02314461113048,75.6554612298938,-39.97685538886952,2450626491366.7583,21.08147269572152,93.89187382620683,23.319975230534272,1,0,0,1261.622925,1261.622925,924.922607,1090.145386,60733630300,1.000252,1.00109,0.993953,1.000587,180779058885,42.472622,42.477501,35.170883,38.371361,890728694,3.461065,3.513571,2.597124,3.10809,82877500,1281.691284,1283.800293,934.25946,1095.703125,41918
2021-01-12,35516.359375,36568.527344,32697.976563,33922.960938,74773277909,44.99231692835512,60.8396923222495,-55.00768307164488,2423182961748.7197,5.589312429512824,89.57617523425748,16.9687870778334,0,0,0,1088.526733,1149.240234,1012.76416,1043.43457,37494601692,1.000592,1.001289,0.999028,1.000414,117509616511,38.279518,39.930908,37.185501,38.11161,567249584,3.103688,3.844416,3.080035,3.613398,73484689,1095.786987,1133.730469,1000.981873,1034.853027,22283
2021-01-13,33915.121094,37599.960938,32584.667969,37316.359375,69364315979,66.31164464829085,57.10903539592547,-33.68835535170914,2484702540221.9893,13.831775654653242,98.35416480407302,27.038080752046916,1,0,0,1043.740967,1134.338501,994.549072,1130.73938,30109792795,1.000491,1.00106,0.999226,1.000017,98217076295,38.109425,40.401543,37.143784,40.135933,542384725,3.628383,3.628825,3.274921,3.513782,57994893,1034.779175,1148.287842,797.671997,1138.370605,56553
2021-01-14,37325.109375,39966.40625,36868.5625,39187.328125,63615990033,79.13328929257104,63.47908362307232,-20.866710707428968,2516320902075.758,22.567976530220164,103.35694448770458,21.975291019876728,0,0,0,1130.231201,1244.163086,1093.060791,1218.453003,33410915929,1.00002,1.00087,0.998922,0.998964,97567813514,40.118828,41.8731,39.656357,41.793682,534108764,3.516036,3.542866,3.181974,3.278164,59283112,1138.386597,1229.111938,1121.487061,1211.478882,68022
2021-01-15,39156.707031,39577.710938,34659.589844,36825.367188,67760757881,61.27209694048093,68.9056769604476,-38.72790305951907,2508239323062.467,8.334024740220565,98.6030315616037,12.334027390490698,1,0,0,1221.877197,1250.505859,1090.721069,1171.834595,35972039310,0.998977,1.000167,0.998564,0.999845,112214718054,41.794952,42.41106,39.095463,40.91898,562019413,3.280399,3.435922,2.985191,3.250161,45331739,1211.729492,1238.027222,1091.786987,1170.951904,295924
2021-01-16,36821.648438,37864.367188,35633.554688,36178.140625,57706187875,56.377757683622555,65.59438130555816,-43.622242316377445,2478707603812.3335,-1.7548780166782272,98.40442292076716,13.156004841348306,0,0,0,1171.443115,1290.053589,1157.623779,1233.537598,32319240157,0.999835,1.001532,0.999424,1.000195,101603530718,40.919434,43.917919,40.733822,43.171825,604218252,3.248934,3.703232,3.248934,3.447055,68035606,1170.866699,1286.346069,1156.919189,1224.339478,83899
2021-01-17,36163.648438,36722.351563,34069.320313,35791.277344,52359854336,53.45229038750459,57.03404833720268,-46.54770961249541,2494316356567.5703,-9.092382002220866,98.33228137171366,5.2919066760180264,0,0,0,1233.453369,1265.644653,1174.38855,1230.172241,29258032819,1.000227,1.000723,0.999212,1.000414,91132972168,43.156139,46.654545,41.091473,45.684612,664875513,3.43487,3.965372,3.319746,3.818139,85407766,1223.403442,1247.243408,1159.2323,1197.762329,15937
2021-01-18,35792.238281,37299.285156,34883.84375,36630.074219,49511702429,54.65744713148075,54.829165067535946,-45.34255286851925,2516393096018.2334,-10.215145494661716,100.21849068773376,-0.5276101056178807,1,0,0,1230.313232,1259.450073,1187.311035,1257.279541,25817455560,1.000412,1.001132,0.999841,1.000804,81024209658,45.767532,46.803802,44.156464,45.353172,586905636,3.822131,4.14792,3.655761,3.795515,70601713,1198.09314,1226.785522,1165.227905,1226.341919,95182
2021-01-19,36642.234375,37755.890625,36069.804688,36069.804688,57244195486,48.4350084513914,52.18158199012557,-51.5649915486086,2459148900532.2334,-10.395700639718116,97.8644364529464,-8.384939874717915,2,0,0,1257.43457,1432.300049,1254.522949,1377.295898,47195935190,1.000769,1.002276,1.000092,1.000436,103734629698,45.33564,47.098103,41.94389,42.785534,750638729,3.792043,4.031449,3.609023,3.641866,44547768,1224.853638,1415.546875,1222.378784,1358.80957,26024
2021-01-20,36050.113281,36378.328125,33570.476563,35547.75,66834573161,43.85443166782941,48.98229575023384,-56.14556833217059,2486443395996.4634,-7.322606850490154,97.11372609369252,-12.868056377384246,1,0,0,1375.248413,1405.744141,1243.299927,1382.274048,46784030909,1.000413,1.000855,0.998861,1.000686,115893865966,42.662949,42.754562,40.306404,42.606899,684094133,3.635575,3.737003,3.344084,3.723578,46698656,1354.383057,1379.204956,1228.925781,1342.860352,8876
2021-01-21,35549.398438,35552.679688,30250.75,30825.699219,75643067688,4.915781421686245,32.401740513635666,-95.08421857831377,2427206024064.261,-13.329779998646911,87.05431758648048,-23.423062456220983,0,0,0,1382.684448,1382.684448,1098.476196,1121.570923,45932464754,1.000697,1.000819,0.998144,0.999696,125636003892,42.606026,42.635189,38.44939,38.64584,621983627,3.72167,3.734326,2.982696,2.990536,43834765,1342.215088,1342.215088,1092.508423,1118.633667,12499
2021-01-22,30817.625,33811.851563,28953.373047,33005.761719,77207272511,32.46331528013023,27.077842789881952,-67.53668471986977,2478793754140.69,-2.703771114426989,94.66984006683045,-13.94988557557637,0,0,0,1118.889038,1271.687622,1046.596558,1236.512207,43918338506,0.999754,1.001611,0.99926,1.00135,121548669235,38.635311,41.409695,36.953415,40.857571,561072899,2.98992,3.497146,2.540986,3.346229,63361382,1115.111694,1311.234497,1040.855591,1222.07251,17611
2021-01-23,32985.757813,33360.976563,31493.160156,32067.642578,48354737975,24.98046768084783,20.78652146088809,-75.01953231915218,2460183852845.5117,-14.065457844519436,93.55478869895714,-9.8379044895456,0,0,0,1235.267944,1272.151123,1200.893311,1230.990601,27253895441,1.001362,1.001907,1.00048,1.000555,80722167203,40.865093,41.850292,39.586529,40.815479,468609053,3.341035,3.597302,3.315762,3.504112,27904470,1222.151001,1267.663818,1197.516724,1230.167725,13234
2021-01-24,32064.376953,32944.007813,31106.685547,32289.378906,48643830599,30.29143558825609,29.2450728497447,-69.70856441174392,2474164567183.865,-17.602499453386752,95.59692513614648,-4.815564404845571,0,0,0,1231.210571,1395.111328,1225.274048,1391.609375,36418163554,1.000555,1.003127,1.000276,1.001417,84413124756,40.862473,42.191525,40.504063,41.881607,450486066,3.50711,3.793049,3.489494,3.634411,32747555,1230.349121,1343.751587,1226.185059,1341.546021,8732
2021-01-25,32285.798828,34802.742188,32087.787109,32366.392578,59897054838,30.990731327953107,28.75421153235233,-69.0092686720469,2426560641748.9536,-12.10843217729818,97.58469097750506,-13.264870635574963,0,0,0,1390.639893,1467.784912,1304.973999,1324.414795,43565777745,1.001454,1.00207,0.999651,0.999971,101158851200,41.876053,43.353527,40.633656,41.623703,507172505,3.634645,3.974357,3.45131,3.699981,80055958,1341.330322,1483.993896,1308.195679,1330.399658,2899
2021-01-26,32358.613281,32794.550781,31030.265625,32569.849609,60255421470,32.83815180921143,31.373439575140196,-67.16184819078858,2471467678319.1343,-9.973677346774918,99.70108892766008,-16.88678160167369,1,1,0,1323.741699,1376.085083,1253.340332,1357.058105,41572917750,0.999953,1.001826,0.999916,1.001081,101647526020,41.655128,42.477215,40.007832,41.694736,546536514,3.698959,4.096916,3.682632,4.04735,78823456,1330.366089,1381.410889,1251.651733,1351.959961,57576
2021-01-27,32564.029297,32564.029297,29367.138672,30432.546875,62576762015,13.43112111563475,25.75333475093308,-86.56887888436525,2450600066468.1064,-14.972168826207962,95.29004657772737,-17.3598277523304,1,0,0,1358.333374,1368.074097,1215.311279,1253.187134,39394416990,1.001102,1.002204,1.000407,1.001764,105901637306,41.756172,42.047836,39.730801,40.994877,519618043,4.04863,4.04863,3.531602,3.690587,35195110,1354.597412,1365.593994,1215.301758,1253.264038,717095
2021-01-28,30441.041016,33858.3125,30023.207031,33466.097656,76517157706,42.475349102204106,29.581540675683417,-57.5246508977959,2511466460295.215,-8.637647153220483,103.5654715956255,-7.496358082941146,0,0,0,1251.279785,1356.288696,1226.17395,1332.492188,34637234789,1.001774,1.002336,1.000765,1.001543,104090387181,40.98642,43.076508,40.507519,42.529106,533847527,3.68637,3.943491,3.609881,3.822072,31410527,1253.187134,1356.335449,1226.17395,1333.482666,142652
2021-01-29,34318.671875,38406.261719,32064.814453,34316.386719,117894572511,56.734124965266496,37.546865061035106,-43.265875034733504,2477290363596.7974,-4.861179549395609,105.58503245625052,-4.12081024888945,0,1,0,1369.086792,1428.981201,1292.240112,1382.522827,53611955259,1.001297,1.003223,1.000008,1.000486,183670639698,42.386181,44.009453,41.907001,42.852348,651771603,3.861581,3.892602,3.639386,3.834676,44053151,1369.278809,1426.264893,1292.479004,1363.721436,288
2021-01-30,34295.933594,34834.707031,32940.1875,34269.523438,65141828798,56.23836877235991,51.81594761327682,-43.76163122764009,2503565247766.1387,-3.59580159644423,104.4301425700453,-6.444297019129677,1,0,0,1382.231934,1402.39978,1328.529053,1376.115479,30616574234,1.000483,1.001333,0.999911,1.001243,115648742489,42.853512,44.988255,42.680065,44.772278,533768579,3.837682,4.311976,3.774104,4.224276,53378198,1363.714355,1380.432983,1266.478027,1336.990112,2892
2021-01-31,34270.878906,34288.332031,32270.175781,33114.359375,52754542671,44.01814590628872,52.33021321463835,-55.98185409371128,2494944571768.575,7.424519845406599,100.54887913651996,-8.193682606724064,0,0,0,1376.823608,1378.916016,1288.501587,1314.986206,25198853581,1.00122,1.001312,1.000262,1.000808,101327508212,44.798698,45.70771,43.429073,44.275993,512545443,4.237314,4.78701,4.170498,4.264144,78376267,1337.26416,1398.358032,1274.953003,1326.362915,19256
2021-02-01,33114.578125,34638.214844,32384.228516,33537.175781,61400400660,48.491026320636614,49.582513666428405,-51.508973679363386,2496358592945.5215,1.6100645291094249,101.31817553801616,-5.65598165566035,2,0,0,1314.855225,1373.845825,1274.357788,1369.040527,29210670920,1.000838,1.001162,0.999698,1.000645,117812471778,44.309074,52.138683,43.524193,51.607697,1256933735,4.261251,4.611602,4.118255,4.611602,39361629,1326.363892,1373.233154,1262.876709,1371.200562,303434
2021-02-02,33533.199219,35896.882813,33489.21875,35510.289063,63088585433,69.36415146220814,53.957774563044474,-30.635848537791865,2539187165198.486,10.73557707469842,105.93473660188862,15.197027034872784,2,0,0,1369.505127,1542.990967,1362.77124,1515.193726,45437142801,1.000645,1.001785,1.000367,1.001427,112355343051,51.551884,52.911865,49.387074,51.056404,1006694242,4.613741,5.403642,4.480119,5.267508,98755962,1368.204468,1543.511719,1363.770386,1515.109497,1641086
2021-02-03,35510.820313,37480.1875,35443.984375,37472.089844,61166818159,90.1176041799046,69.32426065424977,-9.882395820095404,2599867481941.213,16.05082263455043,108.5311990338348,13.53196500364034,1,0,0,1514.769653,1660.909546,1510.010254,1660.909546,41874566399,1.001389,1.002326,1.000786,1.001013,106216534834,51.050102,52.677433,49.955585,52.242638,714000888,5.246592,5.780781,5.072738,5.71599,49386327,1516.787842,1657.398682,1510.873047,1657.398682,231308
2021-02-04,37475.105469,38592.175781,36317.5,36926.066406,68838074392,82.71456091612964,80.73210551941412,-17.285439083870358,2567863263062.7075,14.08768004346363,105.44026015771423,15.150548769472442,2,0,0,1661.170166,1689.186646,1561.853516,1594.762695,44396871836,1.000989,1.001532,1.000509,1.000804,130071476669,52.24221,57.070911,51.602642,55.925125,940905214,5.731748,6.531011,5.603236,6.426065,108249482,1657.637939,1685.834839,1558.856567,1594.272583,180439
2021-02-05,36931.546875,38225.90625,36658.761719,38144.308594,58598066402,95.14509067326075,89.32575192309832,-4.854909326739233,2620359193037.6553,17.115396760873022,107.24427500057968,18.13267980485075,0,0,0,1594.793335,1756.510986,1594.793335,1718.650879,40108628454,1.000788,1.001574,0.999962,1.000131,116242339499,56.010803,68.463959,56.010803,67.845566,1431595319,6.43537,7.127117,6.426447,6.68172,92892157,1594.185913,1759.033569,1594.185913,1719.55896,170494
2021-02-06,38138.386719,40846.546875,38138.386719,39266.011719,71326033653,86.23156239372213,88.0304046610375,-13.768437606277866,2608430694290.2417,29.02637390252932,108.22607257095498,21.31723244835692,0,0,0,1717.797485,1738.314453,1649.068726,1677.846802,39873420648,1.000127,1.002163,1.000068,1.001129,121039422025,67.854637,75.401878,62.208126,72.733597,2114553792,6.687301,6.799131,5.713828,6.110807,102365494,1720.281494,1738.867188,1636.273438,1677.891357,1176535
2021-02-07,39250.191406,39621.835938,37446.152344,38903.441406,65500641143,83.07312158746828,88.14992488481704,-16.926878412531718,2630675686891.889,16.247319319661287,104.83705608356996,19.446180664125144,0,0,0,1677.605713,1690.036621,1501.750244,1614.227783,39889440151,1.001124,1.001482,1.000308,1.001211,130348566847,72.868217,74.612549,64.497894,68.590523,1493688265,6.117645,6.871514,5.768592,6.700463,105451103,1677.703979,1689.664307,1502.441528,1614.651245,131391
2021-02-08,38886.828125,46203.929688,38076.324219,46196.464844,101467222687,99.95566349910206,89.75344916009747,-0.0443365008979489,2731956523320.0186,34.61925703973473,118.70524574585497,51.79953565421067,0,0,0,1613.642212,1770.59082,1571.579956,1746.616821,48012285956,1.001241,1.003143,1.000291,1.001044,156718232410,68.525558,79.831543,67.859238,79.831543,2133574291,6.702447,8.055933,6.488928,7.88325,155254261,1614.849121,1765.30835,1572.123535,1747.388184,229327
2021-02-09,46184.992188,48003.722656,45166.960938,46481.105469,91809846886,91.82995559536444,91.6195802273116,-8.170044404635547,2725209448828.062,35.63394178239172,114.81291711117652,38.890126798714455,0,0,1,1746.926147,1815.963623,1711.620605,1768.035034,44180727529,1.001082,1.002882,1.000438,1.001232,155577364901,79.807022,115.131844,78.446327,107.899277,4425849540,7.869795,8.467784,7.570215,7.816793,121037873,1747.0896,1814.219116,1720.16272,1762.414185,668181
2021-02-10,46469.761719,47145.566406,43881.152344,44918.183594,87301089896,82.8395407209019,91.54171993845613,-17.160459279098102,2693375561720.512,35.64563664158157,108.11169766820493,30.894269148476777,0,0,1,1768.039795,1826.696777,1686.542358,1744.243408,41916084617,1.001268,1.001703,1.000323,1.000722,167294523848,107.708557,148.074768,107.708557,129.737152,7000323240,7.818552,9.072604,7.613847,9.072214,120679902,1762.941162,1819.71814,1672.862549,1711.096558,503252
2021-02-11,44898.710938,48463.46875,44187.761719,47909.332031,81388911810,96.6208402899171,90.43011220206114,-3.379159710082898,2753668273895.5127,42.85440236187788,111.11477193038776,39.801570680365536,0,1,0,1743.714233,1806.539063,1708.679199,1783.797974,36021495262,1.000701,1.001316,1.00024,1.000367,144658901916,129.305237,131.53569,119.09626,124.434258,2809765027,9.080357,9.707004,8.761316,9.215352,53600048,1711.089478,1790.525146,1690.513794,1781.585693,393422
2021-02-12,47877.035156,48745.734375,46424.976563,47504.851563,76555041196,92.46834148341468,90.64290749807788,-7.531658516585308,2748357095100.033,33.777710113032434,106.86246292598008,43.456954806331645,2,0,0,1783.489136,1861.356934,1744.168945,1843.532593,37905036865,1.000467,1.001843,1.00015,1.001692,147107216422,124.159431,140.243164,121.727066,136.948395,2981627650,9.21479,9.924452,9.079012,9.247012,91484664,1781.827515,1847.514282,1722.891846,1834.777588,1304647
2021-02-13,47491.203125,48047.746094,46392.28125,47105.515625,70250456155,90.04453329675069,93.04457169002748,-9.95546670324931,2738639534428.468,25.708269330867044,103.36021314935776,40.45761018340414,0,0,1,1843.986816,1871.603516,1770.612061,1814.109863,35359490535,1.001702,1.002065,0.99994,1.000828,153120142052,136.927994,138.470535,125.7286,133.452682,2116751635,9.236033,9.499039,8.683009,8.732455,91417968,1834.315918,1855.601929,1763.125122,1812.814331,684740
2021-02-14,47114.507813,49487.640625,47114.507813,48717.289063,71248675228,95.49591884303229,92.6695978743992,-4.504081156967715,2763631609120.011,31.931975985083756,103.70652909161784,37.19203743052899,3,2,0,1814.372314,1848.154053,1789.914185,1805.084106,31439114900,1.000803,1.001228,1.000118,1.000746,138353850761,133.47377,138.75676,128.73172,136.426514,2312597445,8.742989,9.2203,8.559715,8.738896,93500423,1812.673706,1844.338135,1789.699463,1806.043213,4674487
