Date,Open,High,Low,Close,Volume,Stoch_%K,Stoch_%D,Williams_%R,A/D Oscillator,Momentum,Disparity Index 7,ROC,positive,negative,neutral,Open_ETH,High_ETH,Low_ETH,Close_ETH,Volume_ETH,Open_USDT,High_USDT,Low_USDT,Close_USDT,Volume_USDT,Open_BNB,High_BNB,Low_BNB,Close_BNB,Volume_BNB,Open_SOL,High_SOL,Low_SOL,Close_SOL,Volume_SOL,Open_STETH,High_STETH,Low_STETH,Close_STETH,Volume_STETH
2021-02-15,48696.535156,48875.570313,46347.476563,47945.058594,77069903166,90.35791127992118,91.96612113990136,-9.642088720078824,2783967502261.1396,25.693872457663662,101.52279444473204,27.94871808217796,2,0,0,1804.676758,1833.830566,1683.906616,1779.791016,38955610883,1.000787,1.000993,0.999694,1.00025,162693579145,136.276779,139.219757,119.734985,129.567886,2414986848,8.724266,9.310638,7.840471,8.861739,109854635,1805.006836,1833.630859,1683.917114,1730.630493,366716
2021-02-16,47944.457031,50341.101563,47201.304688,49199.871094,77049582886,92.3392529266046,92.731027683186,-7.660747073395412,2805006244246.329,25.2988753889492,103.3300308166479,33.2388631733752,1,0,0,1778.945557,1824.518677,1729.641968,1781.067505,34269369268,1.000263,1.000596,0.999411,1.000403,141032763591,129.739792,133.280609,126.796638,130.056656,1925775294,8.860748,8.980368,7.983557,8.297867,71625205,1743.820923,1839.359009,1704.655518,1776.184814,698271
2021-02-17,49207.277344,52533.914063,49072.378906,52149.007813,80820545404,97.62644041706966,93.44120154119848,-2.3735595829303415,2867853068949.2695,34.047287150686785,107.19820934079276,36.71504278151445,1,1,0,1781.350098,1853.667603,1736.705811,1848.458252,35955412703,1.000341,1.001272,0.999803,1.00037,139150324868,130.080139,175.11615,127.092117,164.670105,5236224271,8.298689,8.433298,7.544399,8.222577,89948578,1776.186279,1834.355713,1731.011108,1827.822876,515172
2021-02-18,52140.972656,52474.105469,51015.765625,51679.796875,52054723579,94.61978587989545,94.86182640785655,-5.380214120104553,2863202883220.321,11.86959229351545,105.07032151865812,31.61458119260232,4,0,1,1848.206299,1949.903442,1848.206299,1937.449219,28255902969,1.000362,1.000788,0.999531,1.000019,94966568287,165.018829,199.455627,163.274887,195.932632,6110987389,8.232871,9.279175,8.232871,8.980452,77306770,1828.04248,1946.083618,1812.009521,1932.122559,324347
2021-02-19,51675.980469,56113.652344,50937.277344,55888.132813,63495496918,98.79191358778624,97.0127132949171,-1.2080864122137691,2921165753663.013,20.238389877095106,110.92541323356356,43.658583387896584,6,0,0,1938.859863,1969.546997,1896.684448,1960.164795,26268814253,1.000045,1.000698,0.999191,1.000201,113649609569,195.987854,342.879608,195.385742,332.616028,17982945189,8.97997,11.680577,8.556981,11.465653,261175711,1931.286743,1959.198364,1890.403198,1950.086182,3392486
2021-02-20,55887.335938,57505.226563,54626.558594,56099.519531,68145460026,92.99216396204112,95.46795447657426,-7.00783603795887,2922757826227.173,24.89267161393756,108.57610995916448,21.43682361938612,3,0,0,1959.902954,2036.286499,1830.531494,1919.534058,34696091102,1.000228,1.000535,0.999496,1.000068,137486320908,332.918457,334.455048,227.913757,255.953735,9680520706,11.478087,11.786737,9.815854,10.002664,140264810,1950.087402,2030.55835,1826.482544,1913.767456,637944
2021-02-21,56068.566406,58330.570313,55672.609375,57539.945313,51897585191,96.0964975130118,95.96019168761303,-3.903502486988199,2943780971011.604,20.101748185026786,108.71205644008994,23.792118824229664,1,0,0,1918.673096,1974.259644,1890.368164,1935.601074,23626547717,1.00008,1.000825,0.999766,1.000332,102446076715,254.539276,307.588104,250.540817,293.923584,8505963719,9.98755,11.640289,9.887047,11.085513,137742366,1913.938843,1959.896606,1885.109741,1925.008301,281135
2021-02-22,57532.738281,57533.390625,48967.566406,54207.320313,92052420332,71.46424853342823,86.85097000282705,-28.535751466571764,2964346324930.3374,14.109019456910245,100.71335141812273,20.680125454228744,0,0,0,1935.557861,1936.453735,1580.626587,1781.99292,42409646036,1.000312,1.000473,0.998978,1.000111,169690403440,294.612366,295.478577,223.019363,267.509796,7885768925,11.073036,14.545641,9.255904,14.454785,574136241,1924.503296,1925.11792,1564.337402,1766.501953,795418
2021-02-23,54204.929688,54204.929688,45290.589844,48824.425781,106102492824,34.21088273316871,67.2572095932029,-65.7891172668313,2942366449980.0776,3.649063455082386,90.8028007482254,1.9100532426707255,1,1,0,1781.409058,1781.409058,1378.840942,1570.203979,52029864713,1.000168,1.000542,0.997413,1.000032,195964923867,267.36441,268.536835,190.41246,230.994247,8280752930,14.421626,15.743371,11.599894,15.201538,485252846,1767.202515,1767.202515,1364.944214,1552.861816,112079
2021-02-24,48835.085938,51290.136719,47213.5,49705.332031,63695521388,39.01325734084242,48.22946286914644,-60.98674265915758,2956538323391.3853,2.028115658739321,93.04518442130978,4.63211734296605,2,1,0,1571.47644,1710.983765,1511.018921,1626.575684,31329000537,0.999995,1.000882,0.999538,1.000757,129007383618,231.121597,280.088196,214.524719,254.359131,7154121651,15.213842,18.146622,14.861799,17.302708,375439707,1553.317871,1692.829468,1501.160278,1607.367065,369209
2021-02-25,49709.082031,51948.96875,47093.851563,47093.851563,54506565949,13.828714876428664,29.017618316813255,-86.17128512357134,2902031757442.3853,-1.7753801037309151,89.25121163727277,-0.0247615631529422,0,0,1,1625.393921,1670.224121,1465.05896,1475.703735,24481681873,1.000746,1.001207,0.999795,1.000149,105464333625,254.467606,264.705139,233.885956,233.885956,4059853073,17.230183,17.695444,13.795913,13.816014,364505276,1608.065063,1652.6521,1452.043823,1462.032959,32905
2021-02-26,47180.464844,48370.785156,44454.84375,46339.761719,350967941479,13.584283031536431,22.142085082935832,-86.41571696846357,2888936991707.5825,-5.81324566793183,90.1526336590446,-4.880253786136242,0,0,0,1478.65332,1559.028931,1407.979248,1446.033691,31435997881,1.000075,1.000379,0.998726,0.999994,124624106848,235.270294,238.755005,210.31076,221.680435,4167145958,13.865891,15.483705,13.120141,13.587941,289687328,1461.651245,1538.551758,1401.781982,1443.366821,130387
2021-02-27,46344.773438,48253.269531,45269.027344,46188.453125,45910946382,12.493827743930302,13.302275217298456,-87.5061722560697,2871315778590.2637,-11.429852528304702,92.403547553732,-3.6637883454789,1,1,0,1446.929443,1524.932373,1433.786987,1459.973145,20742103233,0.99996,1.001311,0.999374,1.001178,94710037977,221.980911,237.179428,220.099396,225.249435,2755271254,13.601574,14.612065,13.057273,13.201168,247640940,1443.333374,1505.584351,1397.042969,1423.687866,198672
2021-02-28,46194.015625,46716.429688,43241.617188,45137.769531,53443887451,12.56649369437286,12.881534823279855,-87.43350630562715,2876198924560.055,-12.658771395374224,93.6199335612353,-8.256325621746157,0,0,1,1459.860474,1468.391479,1300.472168,1416.04895,27637026080,1.001221,1.002484,1.000833,1.002115,106489914975,225.445938,228.17305,195.852676,209.574402,3129699003,13.207767,13.779016,11.489983,13.089247,300493226,1423.755615,1429.569458,1277.688232,1386.970093,67312
2021-03-01,45159.503906,49784.015625,45115.09375,49631.242188,53891300112,42.34637716127175,22.468899533191628,-57.65362283872825,2926563432250.621,-11.195383187939678,104.35474677851042,-4.8280221054797465,1,0,0,1417.151123,1567.69458,1416.416138,1564.707642,24032838645,1.002087,1.002332,1.000409,1.000409,96252860017,209.951309,259.491058,209.951309,254.629929,5008256561,13.108435,15.516057,13.057385,14.955588,306451693,1387.005981,1533.613281,1378.066895,1531.631958,453657
